step,time,kinetic,potential,total,Px,Py
12600,25.2,0.259933,-0.283768,-0.0238353,-1.89317e-05,1.48002e-05
12650,25.3,0.259205,-0.283045,-0.0238394,-2.30647e-05,1.49666e-05
12700,25.4,0.257724,-0.281565,-0.0238411,-2.30467e-05,1.70375e-05
12750,25.5,0.256229,-0.280073,-0.0238442,-2.56081e-05,1.89959e-05
12800,25.6,0.254815,-0.278661,-0.0238463,-2.91647e-05,1.6837e-05
12850,25.7,0.25326,-0.277107,-0.0238472,-3.24107e-05,1.83741e-05
12900,25.8,0.251783,-0.275631,-0.0238483,-3.8312e-05,1.98074e-05
12950,25.9,0.249558,-0.273409,-0.0238506,-4.17885e-05,1.63526e-05
13000,26,0.247468,-0.27132,-0.0238522,-4.25801e-05,1.57148e-05
13050,26.1,0.245847,-0.269702,-0.023855,-4.06827e-05,1.57133e-05
13100,26.2,0.244745,-0.268601,-0.0238565,-3.77588e-05,1.59244e-05
13150,26.3,0.24432,-0.268178,-0.0238573,-3.34972e-05,1.79688e-05
13200,26.4,0.244205,-0.268061,-0.0238558,-3.00155e-05,2.10094e-05
13250,26.5,0.244259,-0.268115,-0.0238554,-2.93339e-05,2.42518e-05
13300,26.6,0.243934,-0.267787,-0.0238536,-2.9032e-05,2.48985e-05
13350,26.7,0.243788,-0.267641,-0.0238532,-2.63524e-05,2.56369e-05
13400,26.8,0.243811,-0.267666,-0.023855,-2.37949e-05,2.59165e-05
13450,26.9,0.243826,-0.267682,-0.0238553,-2.1698e-05,2.65614e-05
13500,27,0.24427,-0.268126,-0.023856,-1.93546e-05,2.60665e-05
13550,27.1,0.244774,-0.26863,-0.0238559,-2.05274e-05,2.61373e-05
13600,27.2,0.246072,-0.269928,-0.0238561,-2.22964e-05,2.41832e-05
13650,27.3,0.24812,-0.271976,-0.0238561,-2.08889e-05,2.10964e-05
13700,27.4,0.250389,-0.274244,-0.0238548,-2.28556e-05,2.11678e-05
13750,27.5,0.252283,-0.276138,-0.0238546,-2.62167e-05,2.06392e-05
13800,27.6,0.253248,-0.277106,-0.0238579,-2.7057e-05,2.03858e-05
13850,27.7,0.253585,-0.277443,-0.0238584,-2.71795e-05,2.13207e-05
13900,27.8,0.252969,-0.276824,-0.0238554,-2.468e-05,2.12785e-05
13950,27.9,0.252168,-0.276022,-0.0238544,-2.10369e-05,1.86353e-05
14000,28,0.251063,-0.274916,-0.0238528,-1.96785e-05,1.86607e-05
14050,28.1,0.24889,-0.272739,-0.0238495,-1.81532e-05,2.0878e-05
14100,28.2,0.246488,-0.270337,-0.0238491,-1.68673e-05,2.06461e-05
14150,28.3,0.244086,-0.267935,-0.0238491,-1.53803e-05,2.22619e-05
14200,28.4,0.241775,-0.265625,-0.0238499,-1.31235e-05,2.59929e-05
14250,28.5,0.240332,-0.264181,-0.0238491,-1.08847e-05,2.36529e-05
14300,28.6,0.239577,-0.263427,-0.0238493,-1.11343e-05,2.20962e-05
14350,28.7,0.239536,-0.263387,-0.0238512,-1.13532e-05,2.16444e-05
14400,28.8,0.24,-0.263852,-0.0238513,-1.06796e-05,2.32198e-05
14450,28.9,0.240966,-0.264813,-0.0238476,-1.10189e-05,2.60243e-05
14500,29,0.242489,-0.266336,-0.0238461,-6.65772e-06,2.49811e-05
14550,29.1,0.244593,-0.268436,-0.0238432,-4.7446e-06,2.66235e-05
14600,29.2,0.247504,-0.271344,-0.0238398,-1.36574e-06,2.76952e-05
14650,29.3,0.250515,-0.274356,-0.0238406,1.60463e-06,2.90456e-05
14700,29.4,0.253433,-0.277272,-0.0238388,1.06278e-06,3.00862e-05
14750,29.5,0.256666,-0.280504,-0.0238383,-9.62506e-07,3.09693e-05
14800,29.6,0.259875,-0.283713,-0.0238388,-5.50346e-07,3.09682e-05
14850,29.7,0.262456,-0.286294,-0.0238377,-2.95378e-06,3.39962e-05
14900,29.8,0.263799,-0.287633,-0.0238339,-4.21145e-06,3.51453e-05
14950,29.9,0.263829,-0.287661,-0.0238319,-2.28098e-06,3.47027e-05
15000,30,0.263104,-0.286931,-0.023827,3.52101e-07,3.75326e-05
15050,30.1,0.261877,-0.285704,-0.0238265,4.20831e-07,4.13172e-05
15100,30.2,0.260282,-0.284107,-0.0238251,1.27129e-06,4.84282e-05
15150,30.3,0.258556,-0.282379,-0.0238228,3.13418e-06,5.26423e-05
15200,30.4,0.256779,-0.280598,-0.0238195,3.20047e-06,5.33698e-05
15250,30.5,0.254853,-0.278672,-0.0238186,1.10453e-06,5.34053e-05
15300,30.6,0.252931,-0.276752,-0.0238218,3.06298e-07,5.60888e-05
15350,30.7,0.251302,-0.275126,-0.0238238,-1.53678e-07,5.63134e-05
15400,30.8,0.249721,-0.273546,-0.0238252,-3.65404e-07,5.46069e-05
15450,30.9,0.249033,-0.272858,-0.0238256,2.29657e-06,5.38858e-05
15500,31,0.24838,-0.272206,-0.0238259,3.12098e-06,5.40494e-05
15550,31.1,0.247841,-0.27167,-0.0238284,2.77293e-06,5.43627e-05
15600,31.2,0.246771,-0.270599,-0.0238277,2.90656e-06,5.44967e-05
15650,31.3,0.24547,-0.269299,-0.0238285,2.91078e-06,5.33885e-05
15700,31.4,0.244993,-0.268822,-0.0238285,1.15171e-06,5.09026e-05
15750,31.5,0.24462,-0.268447,-0.023827,2.16669e-06,4.70202e-05
15800,31.6,0.244678,-0.268503,-0.0238249,3.27328e-06,4.42118e-05
15850,31.7,0.244872,-0.268696,-0.0238234,2.74201e-06,4.45796e-05
15900,31.8,0.244272,-0.268096,-0.0238241,6.32503e-06,4.41066e-05
15950,31.9,0.243377,-0.267203,-0.0238262,8.95089e-06,4.60707e-05
16000,32,0.24216,-0.265985,-0.0238253,8.66253e-06,5.0707e-05
16050,32.1,0.24093,-0.264756,-0.0238254,7.1004e-06,5.41576e-05
16100,32.2,0.240005,-0.26383,-0.0238244,3.12998e-06,5.38132e-05
16150,32.3,0.239834,-0.263657,-0.0238229,6.15497e-07,5.21944e-05
16200,32.4,0.240222,-0.264044,-0.0238214,3.00722e-06,5.05416e-05
16250,32.5,0.240596,-0.264418,-0.0238217,4.11354e-06,4.99319e-05
16300,32.6,0.24058,-0.264402,-0.0238212,1.66472e-06,5.1146e-05
16350,32.7,0.240771,-0.264591,-0.0238199,-2.17147e-06,5.08529e-05
16400,32.8,0.241497,-0.265315,-0.0238182,-6.23902e-06,5.18288e-05
16450,32.9,0.242924,-0.266742,-0.0238173,-7.31716e-06,5.07872e-05
16500,33,0.244717,-0.268535,-0.0238175,-6.37414e-06,4.88598e-05
16550,33.1,0.246477,-0.270294,-0.0238166,-7.11042e-06,4.93359e-05
16600,33.2,0.248216,-0.27203,-0.0238146,-6.19675e-06,4.76233e-05
16650,33.3,0.250177,-0.273989,-0.0238125,-6.23669e-06,4.5753e-05
16700,33.4,0.252636,-0.276447,-0.0238107,-8.27982e-06,4.45302e-05
